identifiant,adresse,code_postal,parcours,url_image,copyright_image,legende,categorie,nom_poi,date_saisie,mot_cle,ville,texte_intro,texte_description,url_site,fichier_image,geo_shape,geo_point_2d
poi12-4,la coulée verte rené dumont,75012,['balade12-1'],,,,cimetière-parc et jardin,La coulée Verte René Dumont,2019-08-02,"['plein air', 'streetart', 'douzième', 'nature']",Paris,,"Du nom d’un agronome et intellectuel français, premier candidat écologiste à une élection présidentielle de 1974, la Coulée Verte René Dumont a pris place sur l’ancien chemin de fer de la ligne de Vincennes. Elle reliait le bassin Est à Bastille, où la gare céda sa place à l’Opéra. Cette promenade offre un point de vue inégalé sur les magnifiques façades haussmanniennes. Cette promenade intègre aussi bien la végétation sauvage qui envahissait autrefois le chemin de fer que des aménagements paysagers plus modernes, aujourd’hui en cours de rénovation grâce au budget participatif voté par les habitants du quartier. Laissez-vous porter, ici vous ne pouvez pas vous perdre !

Le saviez-vous ? La Coulée Verte est si belle qu’elle s’est exportée outre atlantique. Elle a inspiré plusieurs villes américaines, notamment New-York pour la création de sa High Line.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3711400000747926, 48.84960999895778], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3711400000747926, 'lat': 48.84960999895778}"
poi12-34,74 rue du faubourg saint antoine,75012,['balade12-4'],,,,place-rue,La Cour des Bourguignons,2019-08-02,"['douzième', 'culture', 'plein air', 'architecture', 'industriel']",Paris,,"Cet ensemble est typique des grandes cours industrielles et immeubles-ateliers qui apparaissent dès la seconde moitié du XIXème siècle. Ici, les ateliers étaient alimentés par une machine à vapeur, dont subsiste aujourd’hui la cheminée qui culmine à 32 mètres. Des plaques dans le hall d’entrée rappellent les succès de la grande maison Krieger, fabricant de meubles, qui y était installée et employait jusqu’à 600 ouvriers.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.374158350125562, 48.85174837088928], 'type': 'Point'}, 'properties': {}}","{'lon': 2.374158350125562, 'lat': 48.85174837088928}"
poi12-35,1 passage lhomme,75011,['balade12-4'],,,,place-rue,Le passage de l'homme,2019-08-02,"['douzième', 'culture', 'plein air', 'architecture']",Paris,,"Cet endroit enchanteur couvert de verdure abrite un grand magasin de jouets et donne à voir d’anciennes devantures d’ateliers. Aujourd’hui, il ne reste plus que le vernisseur Hollard. N’hésitez pas à pousser les portes entrouvertes, on y découvre des cages d’escalier dans leur jus portant des traces du passé, des inscriptions et des marques liées au transport de meubles. Regagnez ensuite l’avenue Ledru-Rollin et découvrez un autre endroit qui ravira les enfants, dans le passage de la Bonne Graine. Dans l’atelier du même nom, on construit des marionnettes et on y donne des spectacles pour le jeune public.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3752899997446626, 48.85319999908572], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3752899997446626, 'lat': 48.85319999908572}"
poi12-40,19 rue de cotte,75012,['balade12-4'],,,,place-rue,19 bis rue de Cotte,2019-08-02,"['douzième', 'culture', 'plein air', 'architecture', 'industriel']",Paris,"Prenez le temps de flâner dans la rue de Cotte, une des rues les plus animées du quartier, et prenez place en terrasse.","Juste en face, des anciens locaux industriels en briques rouges et aux larges verrières abritaient des ateliers.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3776599993280723, 48.849529999460245], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3776599993280723, 'lat': 48.849529999460245}"
poi13-22,1 rue boussingault,75013,['balade13-2'],,,,place-rue,La Cité Florale,2019-08-06,"['treizième', 'balade', 'plein air', 'architecture']",Paris,,"Comme son nom le laisse deviner, ce micro-quartier construit en 1928 est un ensemble de six ruelles portant des noms de fleurs, ponctuées de maisons elles aussi abondamment fleuries. Situé sur un ancien pré régulièrement inondé par la Bièvre, ce quartier a laissé place à ces habitations plutôt qu’à des immeubles. Remontez la rue Auguste Lançon puis la rue de l’Espérance. Le dépôt-vente Marcel à l’angle avec la rue Michal propose de beaux objets et des vêtements féminins de toutes tailles, bien tenus et sélectionnés avec soin. Difficile de repartir les mains vides !",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3462755494393566, 48.822577365635816], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3462755494393566, 'lat': 48.822577365635816}"
poi13-32,87 rue du chevaleret,75013,['balade13-3'],,,,place-rue,Le castor de Bordalo II,2019-08-06,"['treizième', 'streetart', 'culture']",Paris,,"Ce trash animal (animal en déchet) a été réalisé par le street artiste portugais Bordalo II. Très engagé, il confectionne la plupart de ses œuvres à partir de produits en fin de vie, comme ce castor qui se tient devant vous, pour dénoncer le consumérisme et susciter une prise de conscience écologique. Revenez sur vos pas et empruntez l’escalier qui se trouve derrière le pont et qui rappelle l’étonnante façade de l’immeuble « le Nid » en arrière-plan (voir la balade « le Paris innovant » pour en savoir plus). Au 11 rue de Watt, vous retrouverez ""La souris de Bordalo II"", un autre trash animal réalisé là encore en déchets par l’artiste portugais.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.375610595814299, 48.82961880889157], 'type': 'Point'}, 'properties': {}}","{'lon': 2.375610595814299, 'lat': 48.82961880889157}"
poi14-1,3 rue cassini,75014,['balade14-1'],https://capgeo.sig.paris.fr/PdfEtImages/Balades14e/photos/poi14-1.jpg,©StudioTTG,Le 3bis rue Cassini,élément d'architecture,Le 3 rue Cassini,2019-07-17,"['architecture', 'culture', 'plein air', 'famille', 'balade', 'quatorzième']",Paris,"Si le premier arrêt de notre balade architecturale se situe rue Cassini, nous vous recommandons de commencer votre parcours à la gare de RER Port Royal. Admirez cette petite gare construite en 1895, elle est la première gare intramuros à être disposée à cheval sur les voies, faute de place. Devant vous, au loin, c’est l’Observatoire… qui vous observe?!","Pourquoi la rue Cassini ? Parce qu’elle abrite des architectures fascinantes. Jetez un œil aux numéros 3bis et 5, des hôtels particuliers dotés d’ateliers d’artistes en briques jaunes pour l’un, rouge pour l’autre, conçus dans un style inspiré par le Moyen-âge. Tous deux ont été dessinés par l’architecte Louis Süe, entre 1903 et 1906.",,"{'exif_orientation': 1, 'thumbnail': True, 'filename': 'poi14-1.jpg', 'width': 6000, 'format': 'JPEG', 'etag': '""fc732aca423ed51:0""', 'mimetype': 'image/jpeg', 'id': 'd797dfce8d1612cf60ab13ea05faee39', 'last_synchronized': '2019-09-18T08:04:57.315240', 'color_summary': ['rgba(146, 159, 177, 1.00)', 'rgba(137, 135, 137, 1.00)', 'rgba(127, 121, 118, 1.00)'], 'height': 4000, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/d797dfce8d1612cf60ab13ea05faee39'}","{'type': 'Feature', 'geometry': {'coordinates': [2.3378500004920566, 48.83683000012545], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3378500004920566, 'lat': 48.83683000012545}"
poi14-3,261 boulevard raspail,75014,['balade14-1'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,musée-lieu culturel,La Fondation Cartier,2019-07-17,"['architecture', 'culture', 'quatorzième', 'contemporain']",Paris,"Nous voilà boulevard Raspail, face à la Fondation Cartier?! Un espace muséographique dont les expositions temporaires sont souvent passionnantes, n’hésitez pas à entrer?! Mais ici, c’est l’architecture notre sujet. Et celle-ci est signée par l’architecte français Jean Nouvel.","De cette réalisation sortie de terre en 1994, l’architecte a dit «?le bâtiment appartient à la pluie comme au vent. Il est un tissu d’ambiguïtés qui joue sur la limite des contours, joue du reflet dans le reflet.?» C’est poétique et juste?: admirez comme la lumière joue avec la structure. Son «?monument pour Paris?», Nouvel l’a voulu ouvert, transparent, évolutif – il change avec les feuilles des arbres, la météo. Une architecture libre, ouverte, qui joue sur les propositions des artistes qui exposent à la Fondation Cartier. Promenez-vous dans les jardins, photographiez, découvrez les œuvres qui les parsèment, savourez la proposition architecturale de Jean Nouvel?! Et si vous voulez creuser et tout savoir, sachez que la Fondation Cartier organise régulièrement des «?visites architecturales?».",https://www.fondationcartier.com/,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.3318400000184885, 48.83728000014659], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3318400000184885, 'lat': 48.83728000014659}"
poi12-7,81 rue du charolais,75012,['balade12-1'],,,,musée-lieu culturel,Ground Control,2019-08-02,"['douzième', 'culture', 'alternatif']",Paris,,"Aménagé dans la halle Charolais, ancien centre de tri de la SNCF, ce « tiers-lieu » est le rendez-vous aussi bien des familles que des fêtards. Boire un verre dans un avion (oui oui), manger un plat africain, acheter une plante ou simplement visiter cette immense cour de récré, libre à vous d’en décider. Engagé, le site organise régulièrement des conférences et tables rondes mais aussi des concerts et DJ set, ateliers, cours de danse… Cet endroit libre et insolite est éphémère, alors profitez-en vite ! Reprenez de la hauteur par le même accès rue de Rambouillet et avancez jusqu’au Jardin de Reuilly. Profitez du point de vue privilégié qu’offre la passerelle pour repérer votre spot. Peu commun et très utile, notez qu’une fontaine à eau gazeuse est située à l’entrée de jardin en bas.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.381709999515919, 48.84388999885771], 'type': 'Point'}, 'properties': {}}","{'lon': 2.381709999515919, 'lat': 48.84388999885771}"
poi12-23,41 rue paul belmondo,75012,['balade12-3'],,,,cimetière-parc et jardin,Le Chai de Bercy,2019-08-02,"['douzième', 'nature', 'plein air', 'famille', 'parc']",Paris,,"À côté du potager, on trouve ce pavillon, vestige des entrepôts vinicoles disparus dans les années 1980. Cet ancien chai abritait une chaîne d’embouteillage et est aujourd’hui un lieu d’exposition, au même titre que l’Orangerie voisine quand elle n’héberge pas les végétaux du parc, du mois de mai au mois d’octobre. D’autres chais, dont l’architecture faisait l’identité du quartier, ont été réaménagés, vous les découvrirez à la sortie du parc.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3826600006257217, 48.83613999883648], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3826600006257217, 'lat': 48.83613999883648}"
poi12-28,53 avenue des terroirs de france,75012,['balade12-3'],,,,musée-lieu culturel,Le musée des Arts forains,2019-08-02,"['douzième', 'famille', 'culture', 'musée']",paris,,"Ce magnifique musée installé dans les Pavillons de Bercy a toutes les chances de vous plaire. Seule condition, il faut réserver votre place ! Il accueille une collection d’art du spectacle des XIXème et XXème siècles que vous ne verrez nulle part ailleurs. Ce musée-spectacle vous immergera dans les fêtes foraines de la Belle Époque avec des cabinets de curiosités, des jardins extraordinaires et des manèges centenaires… sur lesquels vous pouvez monter ! Ce lieu émerveillera les enfants et les plus grands !",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3891200004006543, 48.83269999944377], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3891200004006543, 'lat': 48.83269999944377}"
poi12-41,1 rue théophile roussel,75012,['balade12-4'],,,,bar-restaurant,Le Baron Rouge,2019-08-02,"['douzième', 'gastronomie', 'culture']",Paris,,"Récompensé en 2019 par la Ville, ce bistrot simple et convivial est le rendez-vous incontournable des promeneurs du marché et des bons vivants du quartier. On accompagne son ballon de rouge d’une assiette d’huîtres le week-end (à partir de septembre), sinon d’une assiette de charcuterie. Munis de bouteilles vides, les riverains viennent acheter du vin en vrac directement à la barrique.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.377462038707002, 48.8494661550712], 'type': 'Point'}, 'properties': {}}","{'lon': 2.377462038707002, 'lat': 48.8494661550712}"
poi12-43,7 rue de prague,75012,['balade12-4'],,,,commerce,La Maison du cerf-volant,2019-08-02,"['douzième', 'culture', 'commerce']",Paris,,"La Maison du Cerf-Volant, unique à Paris, est une boutique-atelier spécialisée en jeux d’extérieur, du cerf-volant aux balles de jonglages. Colorée et poétique, la vitrine démontre bien la qualité esthétique de ces créations qui décoreront aussi bien votre intérieur.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3758569925346227, 48.84912390919311], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3758569925346227, 'lat': 48.84912390919311}"
